id,round,subject,category,keyword,score,level,reason,question
q-123-3-6,123회 3교시,계통공학,발송배전,분산전원,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,"분산형전원을특고압전력계통에연계할때,연계변압기의결선및접지방식에따라분산형전원이전력계통에미치는영향이달라진다.이와관련하여다음사항을각각설명하시오.1)전력계통에지락고장발생시연계변압기의특고압측(전력계통측)유효접지여부에따른전압및보호협조특성2)연계변압기의결선방식(전력계통측-분산형전원측)이(a)GroundedY-△결선방식과(b)△-GroundedY결선방식인경우각각계통에미치는영향 (a) GY-△ 결선방식 (b) △-GY 결선방식2–2※ ."
q-127-4-6,127회 4교시,계통공학,발송배전,개폐서지,34,standard,개념형 표현 3 · 핵심 주제 3 · 서술형 요구 · 기본개념 키워드,전력계통에서차단기투입및차단시발생하는개폐서지(SwitchingSurge)의종류및대책에대하여설명하시오. ※ .
q-133-3-1,133회 3교시,계통공학,발송배전,주파수제어,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,분산형전원은안정적인계통운영및전력수급을위하여전압변동억제및주파수제어등의기능을수행할수있도록협조하여야한다.분산형전원배전계통연계기술기준에따른분산형전원의계통지원기능에대하여설명하시오.
q-133-4-3,133회 4교시,계통공학,발송배전,송전계통보호장치,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,송전계통보호장치의구비조건과백업방식(BackupMethod)에대하여설명하시오.
q-137-2-6,137회 2교시,계통공학,발송배전,분산전원,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,"분산형전원이한전계통에연계운전중인경우한전계통에전압과주파수의변동을초래하는이상현상이발생했을때,분산형전원의분리및연계운전을위한다음사항을설명하시오.1)한전계통과분리시켜야하는조건(전압주파수및분리시간)2)한전계통에서분리된분산형전원이재병입될조건3)단독운전상태가발생한경우한전계통분리조건4)계통연계유지조건(FaultRide-Through)5)역송병렬형태로연계하는인버터기반의분산형전원에요구되는계통지원기능2-2"
q-104-2-1,104회 2교시,발전공학,발송배전,발전기동기투입,34,standard,개념형 표현 4 · 핵심 주제 3 · 서술형 요구,신규로계통에연결할터빈발전기의동기가불일치할때(1)터빈발전기에발생할수있는손상을설명하시오.(2)이손상을방지하기위한동기투입조건을제시하시오.(3)비동기투입될경우동기조건별로각각예상되는계통운영상의문제점을설명하시오.
q-117-3-3,117회 3교시,발전공학,발송배전,터빈바이패스운전,34,standard,개념형 표현 2 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,보일러 형식별 터빈 바이패스 운전의 특징을 설명하시오. 2. 3상
q-120-1-7,120회 1교시,발전공학,발송배전,화력발전기,34,standard,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구,화력발전기운영변동비의대부분은연료비이다.가동단계별전력생산비용구성요소에대하여설명하시오.
q-123-2-2,123회 2교시,발전공학,발송배전,풍력발전,34,standard,개념형 표현 2 · 핵심 주제 6 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,풍력발전기의종류와풍력발전설비의설치에관한기준사항들을설명하시오.
q-124-3-4,124회 3교시,발전공학,발송배전,화력발전,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,"석탄화력발전소에옥내저탄장이있는경우운탄설비의구성요소와기능에대하여설명하고,컨베이어에설치되는보호,감시및안전장치에대하여설명하시오."
q-125-2-1,125회 2교시,발전공학,발송배전,가스터빈발전,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,가스터빈발전방식에서개방형사이클과밀폐형사이클을비교하여설명하시오.
q-126-1-2,126회 1교시,발전공학,발송배전,증기터빈,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,"동기발전기에서Motoring의원인,영향및보호방식을설명하고,원동기의입력없이발전기가동기속도의전동기로운전되는데필요한전력을증기터빈,수차터빈,디젤터빈및가스터빈으로구분하여설명하시오."
q-135-2-3,135회 2교시,발전공학,발송배전,풍력발전,34,standard,개념형 표현 3 · 핵심 주제 7 · 답안키워드 개념형 · 서술형 요구,풍력발전에서계통에연계하는이중여자유도형발전기의계통구성과운전방식을설명하시오.
q-108-1-6,108회 1교시,송배전공학,발송배전,차단기,34,standard,개념형 표현 2 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,발․변전소에서는선로의접속이나분리를위해차단기및단로기를설치하고있다.이들의역할을설명하고조작시유의사항에대해설명하시오.
q-111-1-6,111회 1교시,송배전공학,발송배전,변전소접지,34,standard,개념형 표현 2 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,변전소에서접지를하는목적과중요접지개소에대하여설명하시오.
q-114-4-5,114회 4교시,송배전공학,발송배전,송전선로인덕턴스,34,standard,개념형 표현 2 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,3상3선식송전선로에서의인덕턴스종류3가지에대하여설명하시오.
q-119-2-2,119회 2교시,송배전공학,발송배전,지중송전선로케이블,34,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구,지중송전선로케이블포설공법인장경간와이어포설공법을캐터필러(Caterpillar)와롤러(Roller)를이용한방식과비교하여설명하시오.
q-126-3-6,126회 3교시,송배전공학,발송배전,HVDC,34,standard,개념형 표현 3 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구,HVDC운영시고려하여야할다음의기술적사항에대하여설명하시오.1)SCR(ShortCircuitRatio)정의및운영기준2)UIF(UnitInteractionFactor)정의및운영기준 ※ .
q-129-4-6,129회 4교시,송배전공학,발송배전,접지,34,standard,개념형 표현 2 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"발·변전소의접지설계FlowChart를작성하고접지의목적,설계시고려사항을설명하시오."
q-133-2-6,133회 2교시,송배전공학,발송배전,차단기,34,standard,개념형 표현 2 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"차단기의정격이란정해진조건하에서그차단기를사용할수있는한도,즉성능보증한계를말한다.차단기의정격과동작책무에대하여설명하시오."
q-134-1-6,134회 1교시,송배전공학,발송배전,가공송전선로,34,standard,개념형 표현 3 · 핵심 주제 3 · 서술형 요구 · 기본개념 키워드,"가공송전선로철탑기초의종류3가지를쓰고,각각의장단점을설명하시오."
q-134-2-6,134회 2교시,송배전공학,발송배전,변압기여자돌입전류,34,standard,개념형 표현 3 · 핵심 주제 3 · 서술형 요구 · 기본개념 키워드,변압기여자돌입전류의영향과비율차동계전기(RDFR:RatioDifferentialRelay)의오동작방지대책에대하여설명하시오.
q-134-3-4,134회 3교시,송배전공학,발송배전,HVDC,34,standard,개념형 표현 2 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,직류송전시스템(HVDC)의특징에대하여설명하시오.
q-137-3-5,137회 3교시,송배전공학,발송배전,변압기각변위,34,standard,개념형 표현 2 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"각변위가Dyn1,Dyn11인두대의변압기에대하여각변압기를고조파억제형(정지형)비율차동계전기로보호하고자한다.다음을설명하시오.1)변압기별보호계전기용변류기결선도작성2)여자돌입전류발생원인과특징"
q-123-2-6,123회 2교시,계통공학,발송배전,재생에너지원수용능력hostingc,33,standard,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구,"신재생에너지의급격한증가에따라최근전력계통의계통관성(SystemInertia)영향과재생에너지원수용능력(HostingCapacity)문제가대두되고있다.다음을설명하시오.1)계통관성의정의,특성및시사점2)재생에너지원수용능력개념과수용능력향상방안 ※ ."
q-123-4-4,123회 4교시,계통공학,발송배전,보조서비스,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력계통운영보조서비스(AncillaryService)의의미와종류를설명하시오.
q-124-3-1,124회 3교시,계통공학,발송배전,신재생에너지등변동성이높은에너지원,33,standard,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구,"신재생에너지등변동성이높은에너지원의계통연결증가에따른문제점및대책,계통운영측면에서대응방안을설명하시오."
q-125-3-2,125회 3교시,계통공학,발송배전,전력계통신뢰도,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,예비력의종류와공급신뢰도의향상대책에대하여설명하시오.
q-129-4-3,129회 4교시,계통공학,발송배전,단권변압기,33,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력계통에서사용하는단권변압기에대하여다음을설명하시오.(1)결선구조(2)용량과권선분비(3)특징(4)국내응용사례
q-130-1-13,130회 1교시,계통공학,발송배전,보조서비스,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력계통운영보조서비스(AncillaryService)의의미와종류에대하여설명하시오.
q-130-3-5,130회 3교시,계통공학,발송배전,전력손실,33,standard,개념형 표현 4 · 핵심 주제 2 · 서술형 요구 · 기본개념 키워드 · 계산형 신호 1,"배전계통의전력손실경감대책에대하여다음을설명하시오.1)비기술적손실의정의,종류및감소방안2)기술적손실의정의,종류및감소방안"
q-131-3-1,131회 3교시,계통공학,발송배전,EMS,33,standard,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구,"전력계통에사용되는에너지관리시스템(EMS:EnergyManagementSystem)의개념,계층구조및주요기능을설명하시오."
q-137-1-2,137회 1교시,계통공학,발송배전,전력계통신뢰도,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,「전력계통신뢰도및전기품질유지기준」에따른공급예비력과운영예비력의의미와종류에대하여설명하시오.
q-104-3-4,104회 3교시,송배전공학,발송배전,자동부하전환개폐기alts,33,standard,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구,"자동부하전환개폐기(ALTS)의운영방법,적용기준,운전방식,설치시유의사항에대하여설명하시오."
q-108-1-8,108회 1교시,송배전공학,발송배전,경동연선강심알루미늄선내열강심알루미,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"가공선으로사용되는전선은대표적으로경동연선,강심알루미늄선,내열강심알루미늄선,알루미늄피복강선등이있다.이들의특징을비교설명하시오."
q-111-4-1,111회 4교시,송배전공학,발송배전,자동발전제어agc,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"자동발전제어(AGC)의역할과동작특성을설명하시오.(단,조속기동작을포함하여서술한다.)"
q-113-3-1,113회 3교시,송배전공학,발송배전,모선결선방식,33,standard,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구,발․변전소에적용하고있는모선회로구성결정시고려사항과모선결선방식에대하여설명하시오.
q-117-2-4,117회 2교시,송배전공학,발송배전,캐비테이션,33,standard,개념형 표현 4 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구,"수차에서 발생하는 캐비테이션(Cavitation)에 대하여 개념, 문제점, 방지대책에 대하여 설명하시오."
q-118-1-4,118회 1교시,송배전공학,발송배전,철탑계탑공법鐵塔繼塔工法,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,철탑계탑공법(鐵塔繼塔工法)의개요및특징에대하여설명하시오.
q-119-3-3,119회 3교시,송배전공학,발송배전,역학적열적전자기적화학적방식,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"에너지저장방식을역학적,열적,전자기적,화학적방식으로구분하여저장원리를설명하시오."
q-125-4-5,125회 4교시,송배전공학,발송배전,초전도기술,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,초전도기술에대한다음물음에답하시오.1)초전도의정의및특징2)초전도기술의응용분야5가지3)초전도기술의적용효과
q-127-2-2,127회 2교시,송배전공학,발송배전,수소에너지제조기술저장기술,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"수소에너지제조기술,저장기술및이용기술을설명하고,수소생산방식별종류를설명하시오."
q-127-2-3,127회 2교시,송배전공학,발송배전,가상발전소,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"가상발전소(VPP,VirtualPowerPlant)의필수구성요소,시스템구성및종류에대하여설명하시오."
q-128-4-6,128회 4교시,송배전공학,발송배전,슈퍼커패시터,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"전력에너지를저장할수있는슈퍼커패시터의종류,특징및스마트그리드에서의활용가능성에대하여설명하시오."
q-131-2-5,131회 2교시,송배전공학,발송배전,송전선로,33,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,송전선로의진행파에대하여다음을설명하시오.1)진행파의전파원리2)가공선로와지중선로의파동임피던스(SurgeImpedance)및전파속도비교
q-134-1-7,134회 1교시,송배전공학,발송배전,철공진,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,철공진의종류와방지대책을설명하시오.
q-134-2-2,134회 2교시,송배전공학,발송배전,배전선,33,standard,개념형 표현 3 · 핵심 주제 1 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,배전선로지선(支線)의다음항목에대하여설명하시오.1)설치목적2)사용목적에따른형태별분류3)장력방향에따른형태별분류
q-104-1-9,104회 1교시,계통공학,발송배전,배전계통,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,저압지중배전계통구성방식에대하여설명하시오.
q-104-4-5,104회 4교시,계통공학,발송배전,분산전원,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,분산전원을연계할경우배전계통과송전계통의문제점및대책에대하여각각설명하시오.
q-115-2-1,115회 2교시,계통공학,발송배전,무효전력,32,standard,개념형 표현 4 · 핵심 주제 2 · 서술형 요구,"전력계통의무효전력발생원과소비원을열거하고,무효전력의과부족시문제점과대책에대하여설명하시오."
q-120-2-2,120회 2교시,계통공학,발송배전,스마트그리드,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,스마트그리드를전력계통의운영측면과산업적측면에서기존의전력망과비교하여설명하시오.
q-128-2-6,128회 2교시,계통공학,발송배전,전압무효전력,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,"전력계통의무효전력을이용한전압조정방법,무효전력과부족시발생하는문제점과대책에대해설명하시오."
q-110-1-11,110회 1교시,발전공학,발송배전,가스터빈발전,32,standard,개념형 표현 2 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"가스터빈과발전기,제어장치가하나의패키지형태인마이크로가스터빈(MGT)의특징을설명하시오."
q-113-4-6,113회 4교시,발전공학,발송배전,화력발전소단독운전,32,standard,개념형 표현 4 · 핵심 주제 5 · 서술형 요구 · 계산형 신호 1,"대용량케이블계통에연계된화력발전소가계통에서분리되어단독운전할경우,계통전압및발전기운전상의문제점과대책에대하여각각설명하시오. 청렴은 건전한 국가 재정의 첫걸음"
q-118-2-1,118회 2교시,발전공학,발송배전,변압기병렬운전조건,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,동기발전기의병렬운전조건이일치하지않을때발생하는문제점에대하여설명하시오.
q-127-1-5,127회 1교시,발전공학,발송배전,발전기계통병입조건,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,동기발전기의계통병입조건과동기검정기를이용한계통병입절차에대하여설명하시오.
q-131-1-6,131회 1교시,발전공학,발송배전,IGCC,32,standard,개념형 표현 2 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"석탄가스화복합발전(IGCC,IntegratedGasificationCombinedCycle)에대하여설명하고,기존석탄화력발전과구별되는특징을설명하시오."
q-133-2-2,133회 2교시,발전공학,발송배전,화력발전,32,standard,개념형 표현 2 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,최근수명연한이도래한일부석탄화력발전소폐지의대안으로천연LNG발전소건설이증가되고있다.LNG발전소의특징에대하여설명하시오.
q-135-1-11,135회 1교시,발전공학,발송배전,증기터빈,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,화력발전에서증기터빈을증기사용조건에따라분류하고설명하시오.
q-104-3-6,104회 3교시,송배전공학,발송배전,선로정수,32,standard,개념형 표현 2 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,연가(Transposition)의목적을선로정수L과C를사용하여설명하시오.
q-111-1-3,111회 1교시,송배전공학,발송배전,송전선로,32,standard,개념형 표현 2 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,송전선로에서연가(Transposition)의목적을설명하시오.
q-113-2-4,113회 2교시,송배전공학,발송배전,ESS,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,"에너지저장장치(ESS)와건물에너지관리시스템(BEMS)의개요및용도,의무적용대상에대하여각각설명하시오."
q-113-2-6,113회 2교시,송배전공학,발송배전,중성점접지,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,변압기1차측중성점이직접접지되어Y-△결선으로운전중인상태에서1차측한상이결상되었을때변압기에미치는영향에대하여설명하시오. 청렴은 건전한 국가 재정의 첫걸음
q-114-3-4,114회 3교시,송배전공학,발송배전,HVDC,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,"HVDC와HVAC송전방식을기술성,환경성,경제성측면에서비교하고,전류형HVDC와전압형HVDC를비교설명하시오."
q-127-1-6,127회 1교시,송배전공학,발송배전,가공송전선로,32,standard,개념형 표현 2 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"가공송전선로에서발생하는진동의종류를구분하고,갤러핑(Galloping)현상에대하여설명하시오."
q-131-2-4,131회 2교시,송배전공학,발송배전,배전선,32,standard,개념형 표현 2 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,배전선로보호와관련하여다음을설명하시오.1)자동재폐로차단기(Recloser)기능2)자동재폐로차단기(Recloser)의4가지동작유형3)자동재폐로차단기(Recloser)와변전소차단기(CircuitBreaker)의보호협조
q-133-3-2,133회 3교시,송배전공학,발송배전,송전선보호,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,송전선보호를위한반송전류차동계전방식(CarrierCurrentDifferentialRelaying)의적용에대하여설명하시오.
q-135-2-1,135회 2교시,송배전공학,발송배전,열병합발전,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,열병합발전에대하여다음각항목을설명하시오.1)정의2)필요성3)사용원동기
q-137-4-6,137회 4교시,송배전공학,발송배전,전력용콘덴서,32,standard,개념형 표현 3 · 핵심 주제 3 · 답안키워드 개념형 · 서술형 요구,전력용콘덴서에대하여다음사항을설명하시오.1)개폐기투입시의문제점2)개폐기개방시의문제점3)콘덴서내부고장보호방식1-1
q-121-4-5,121회 4교시,계통공학,발송배전,계통운영시스템,31,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"계통운영시스템(EMS:EnergyManagementSystem)의용어중다음사항에대하여설명하시오. 1)조류계산의목적과각모선에서의기지값,미지값 2)상태추정(StateEstimation) 3)안전도제약경제급전(SecurityConstrainedEconomicDispatch)"
q-132-1-12,132회 1교시,계통공학,발송배전,전력조류계산,31,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력조류계산에대하여다음사항을설명하시오.1)목적2)계산방법3)모선의종류및각모선의기지량과미지량
q-107-2-6,107회 2교시,발전공학,발송배전,고조파,31,standard,개념형 표현 3 · 핵심 주제 4 · 서술형 요구,영상분 고조파가 아래 설비에 미치는 영향과 대책에 대하여 설명하시오. (1) 발전기 (2) 변압기 (3) 콘멘서 (4) 중성선케이블
q-115-1-7,115회 1교시,발전공학,발송배전,동기발전기,31,standard,개념형 표현 3 · 핵심 주제 4 · 서술형 요구,동기발전기의전기자반작용의영향과대책에대하여설명하시오.
q-130-3-1,130회 3교시,발전공학,발송배전,복합발전,31,standard,개념형 표현 3 · 핵심 주제 5 · 서술형 요구,"열병합발전의장점및다음그림에표시된주요기기를이용하여중대형열병합복합발전기(GT+ST)의계절별운전방식에대하여설명하시오. (단,HTR:열교환기,Condenser:복수기,HRSG:배열회수보일러,Deaerator:탈기기,FeedwaterTank:급수저장탱크)"
q-113-3-5,113회 3교시,송배전공학,발송배전,고조파,31,standard,개념형 표현 3 · 핵심 주제 4 · 서술형 요구,고조파전류가콘덴서회로에미치는영향과대책에대하여설명하시오.
q-119-3-6,119회 3교시,송배전공학,발송배전,송전용량,31,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,현재사용중인HSTACIR(High-strengthSuperThermal-resistantAluminumalloyConductorsINVARReinforced)을대체하여송전용량을증대시킬수있는신소재전선의종류및구조와특성을설명하시오.
q-132-1-7,132회 1교시,송배전공학,발송배전,변압기,31,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"변압기에대하여다음사항을설명하시오.1)변압기효율의종류(실측효율,규약효율,전일효율)와관계식2)부하율을고려할때최고효율의조건2-1"
q-135-2-2,135회 2교시,송배전공학,발송배전,발전비,31,standard,개념형 표현 3 · 핵심 주제 5 · 서술형 요구,10차전력수급기본계획에서재생에너지의발전비중확대와일부지역보급집중에따른문제점및대책에대하여설명하시오.
q-117-2-6,117회 2교시,계통공학,발송배전,PMU,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"시각 동기 위상측정장치(Phasor Measurement Unit, PMU)의 특징과 전력계통에서 활용할 수 있는 방안에 대하여 설명하시오."
q-119-2-3,119회 2교시,계통공학,발송배전,무효전력,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,무효전력-전압제어에대하여전압특성을중심으로설명하고무효전력발생원의종류에대하여설명하시오.
q-121-4-6,121회 4교시,계통공학,발송배전,우리나라전력계통운영,30,standard,개념형 표현 4 · 핵심 주제 3 · 서술형 요구 · 계산형 신호 1,우리나라전력계통운영의문제점중다음사항에대한원인및대책을각각설명하시오.1)고장전류증가2)전압안정도취약 3)과도안정도취약
q-129-4-5,129회 4교시,계통공학,발송배전,전력계통주파수,30,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구,"전력계통의주파수제어필요성,변동원인및제어방식을설명하시오."
q-132-1-1,132회 1교시,계통공학,발송배전,전력계통주파수,30,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구,전력계통의주파수를일정하게유지할필요성에대하여다음사항을설명하시오.1)수용가측면2)계통운영측면
q-136-2-4,136회 2교시,계통공학,발송배전,전력계통,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력계통의부하모델의종류에대하여설명하시오.
q-137-1-10,137회 1교시,계통공학,발송배전,전력계통주파수,30,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구,우리나라의전력계통은60Hz주파수로운용하고있다.전력계통의주파수를일정하게유지할필요성에대하여다음사항을설명하시오.1)수용가측면에서의필요성2)전력계통의운영자측면에서필요성
q-137-1-11,137회 1교시,계통공학,발송배전,대칭좌표법,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,전력계통에서3상단락과선간단락고장시각지점의특징을대칭좌표법을이용한전압과전류의크기와위상으로설명하시오.
q-113-1-1,113회 1교시,발전공학,발송배전,수력발전,30,standard,개념형 표현 2 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,수력발전소에서낙차의종류와손실수두에대하여설명하시오.
q-115-4-1,115회 4교시,발전공학,발송배전,발전기계통병입조건,30,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구,"발전기를전력계통에병입하여운전하고자할때발전기의병렬운전조건을제시하고,계통병입절차및동기검정방법을설명하시오."
q-120-2-6,120회 2교시,발전공학,발송배전,열효율,30,standard,개념형 표현 2 · 핵심 주제 5 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"화력발전소의열효율향상을위한열회수장치의종류를나열하고,설치효과에대하여설명하시오."
q-121-1-1,121회 1교시,발전공학,발송배전,부유식해상풍력발전,30,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구,"부유식(Floating)해상풍력발전시스템의형식을분류하고,장·단점을설명하시오."
q-121-3-1,121회 3교시,발전공학,발송배전,스위치야드,30,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"화력발전소의스위치야드송·수전계통도를그리고,스위치야드의형식및설치되는변압기특징을설명하시오. (단,송전용스위치야드는전압이345kV또는154kV로구성되고,수전용스위치야드는154kV로구성된다.)"
q-123-1-11,123회 1교시,발전공학,발송배전,플레밍의법칙을발전기,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,플레밍의법칙을발전기및전동기원리와연계하여설명하시오.
q-124-1-6,124회 1교시,발전공학,발송배전,자연순환보일러,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"자연순환보일러(NaturalCirculationBoiler)의원리,순환비(CirculationRatio),순환력증가방법에대하여설명하시오."
q-124-4-5,124회 4교시,발전공학,발송배전,변압기냉각방식,30,standard,개념형 표현 3 · 핵심 주제 4 · 답안키워드 개념형 · 서술형 요구 · 계산형 신호 1,"대용량터빈발전기의용량에따른냉각방식을구분하고,수소냉각방식의채용이유및수소냉각방식채용에따른안전상의대책을설명하시오."
q-126-1-5,126회 1교시,발전공학,발송배전,전기자반작용현상을발전기,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,"전기자반작용현상을발전기와전동기로구분하여설명하고,동기조상기의원리를전기자반작용현상을들어설명하시오."
q-127-4-2,127회 4교시,발전공학,발송배전,발전기계통병입조건,30,standard,개념형 표현 3 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구,계통에연계되어운전되는발전기의기술규격결정시고려되어야할항목과각항목이계통운용에미치는영향에대하여설명하시오.
q-110-2-5,110회 2교시,송배전공학,발송배전,CT,30,standard,개념형 표현 2 · 핵심 주제 2 · 답안키워드 개념형 · 서술형 요구 · 기본개념 키워드,신배전시스템의하나인FRIENDS(FlexibleReliableandIntelligentElectricalEnergyDeliverySystem)의특징과기술적과제에대해설명하시오.
