id,kind,book,subject,chapter,page,number,keyword,formula,reviewNeeded,question
tx-song-0390-10,exercise,최신 송배전공학,송배전공학,9장 이상 전압,390,10,전압,True,True,"파동 임피던스 z, = 500[0] 및 %, = 400[요]인 2개의 선로의 접속점에 피뢰기를 설치 하였을 경우 4 의 선로로부터 파고 800[ 의 전압파가 내습하였다. 선로 4,에의 전 압 투과파의 ES 300[ 로 억제하기 위해서는 피뢰기의 MES 얼마로하면 되겠 는가"
ex-song-0406-01,example,최신 송배전공학,송배전공학,10장 보호 계전 방식,406,10.3,송전,True,False,"그림 10.129 같은 송전 계통에서 변전소로부터 Ofkm] 떨어진 점에서 각각 (1) 3상 단락 고장 (2) 1선 지락 고장 이 발생하였을 때의 3상 단락 전류( ,)와 1선 지락 전류( )를 구하여라."
ex-song-0408-01,example,최신 송배전공학,송배전공학,10장 보호 계전 방식,408,10.4,전류,True,False,앞 메제에서 지락 고장이 각각 Of 40[으]일 때의 1선 지락 전류를 구하여라.
ex-song-0438-01,example,최신 송배전공학,송배전공학,11장 변전소,438,11.8,전류,True,True,"그림 11.140] 보이는 바와 같은 전력 계통이 있다. 각 부분의 %2는 그림에서와 같 으며 이들은 모두 100[MVA 기준으로 환산된 것이라고 한다. 이 전력 계통에서 차단기 a 및 차단기 의 차단 용량은 각각 얼마로 하여야 하는가 b dj 8 ae 6 51%] 3[%] 다 000 다 다 Oe 7 a 다 000 다 다 = ) em RS 440 고장 전류 중 0,으로부터의 성분을 Ja, 0 로부터의 성분을 1, , 0 으로부터의 성분을 라고 한다. 또 1000"
ex-song-0440-01,example,최신 송배전공학,송배전공학,11장 변전소,440,1.10,송전,True,True,"j 최근 우리 나라에서의 변전소에 관한 새로운 AST 운용 추세에 대해 설명하여 라. (1) 변전소의 고전압, 대용량화 1970년대 중반 이후 우리 나라에서도 345[kV] 변전소가 건설되고 계동 강화를 위 해서 345[kV] 변전소가 계속 건설됨과 동시에, 송전 용량의 증대에 따라 단일 변전 소 S48 2,000~4,000[MVA]2 대형화하는 등 계속 고전압 대용량화의 추세를 보이고 있다. 2000년대에는 장거리, 대용량 송전이 345[kv] 송전만으로는 송"
ex-song-0461-01,example,최신 송배전공학,송배전공학,12장 배전 계통의 구성,461,12.5,송전,True,True,"j 배전 선로의 선간 전압을 3.3[( /]에서 6.6[kV]E BAS 경우 같은 전선을 사용 하면 같은 전력 및 같은 전력 손실 하에서 송전 거리는 몇 배로 늘어나겠는가 승압 전 전압을 VY, SUF 전압을 라 하면 같은 전력이므로 역률이 같다면 P = V3 640050 = 73 40060 . 4 6 66 0 BUY 33 1 제의에 따라 전력 손실은 같으므로 3RR, =38R, . Ay. 4 ROB OT 또, R= pha 제의에 따라 SU 전후에서 같은 전선을"
ex-song-0471-01,example,최신 송배전공학,송배전공학,12장 배전 계통의 구성,471,12.6,배전,True,True,"j 220[V] 단상 2선식 배젼에 의한 BP 220[V] 3상 3선식 배전에 의한 경우에 있어서 배전선의 길이, 배젼선에 사용되는 전선의 총중량 및 전선 내의 전력 손실 이 같다고 할 경우 각 방식으로 보낼 수 있는 전력을 비교하여라."
ex-song-0473-01,example,최신 송배전공학,송배전공학,12장 배전 계통의 구성,473,12.8,배전,True,True,"f 전선의 HAE 같은 3상 3선식 220[V] 배전선과 단상 2선식 10[ /] 배전선이 있 Ch 선로 길이, 부하 전력 및 역률이 같을 경우 3상 3선식 배전선과 단상 2선식 배 전선의 선로 손실의 비틀 구하여라."
ex-song-0487-01,example,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,487,13.2,배전,True,True,"j 3상 3선식 고압 배전선로의 말단에 3, OOOLKW], 역률 80[%](지상)의 부하가 접 속되어 있다. 부하단의 전압을 20,400[ ]라고 하면 SAS 전압은 얼마인가 또 한 이때의 전압강하율은 얼마인가 단, 선로의 임피던스는 1선당 0.5 + j1.0[0] 이라고 한다. 송ㆍ수전단 전압을 각각 Vv, VV), 부하 ASS 0050, 부하전력을 PW), 부하전류 를 7[시라고 하면 V, = V,+ 31(Reosé + Xsin ) 로 표시된다. 여기서 부"
ex-song-0488-01,example,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,488,13.3,송전,True,True,"j 3상 3선식 1회선 배전선로의 말단에 역률 80[%](지상)의 평형 3상부하가 있다. 변전소 인출구(곧 송전단) AO] 22,900[V], 부하의 단자전압이 20,600[ ]일 때 부하전력은 몇 [( ]인가 Et, 전선 1가닥당의 저항은 1.4[ㅇ)], 리액턴스는 1.8[0]이라 하고 기타의 선로정수는 무시한다. 배전선의 전압 강하 ㅇ[ 는 선전류를 라고 하면 식 (13.20)으로부터 =22.900-90,600=2,300 = 82(20050ㅜ5100) =78"
ex-song-0489-01,example,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,489,13.5,송전,True,True,"j 저항이 [AQ], 리액턴스가 14[0]인 22.9[kV] 배전 선로에서 수전단의 피상 전 력이 10,000[/], 송전단 전압이 22.9[kV], 수전단 전압이 20.6[]이면 수 전단 역를은 얼마인가 선전류는 피상 전력으로부터 직접 구할 수 있으므로 1000 _ ne 277 A] V, = V+ V31(Reosd + Xsiné) 9] 관계로부터 22.9 = 20.64 /3 x 277 x (8 x cos +14x sind) x 10- = 206+ 3x277x"
ex-song-0502-01,example,최신 송배전공학,송배전공학,13장 al 선로의 전기적 특성,502,13.1,변압기,True,True,"용량 100[ 44], 6,600/105[ /]인 변압기의 철손이 11000], 전부하 동손이 1.25[6 0]이다. 이 변압기의 효율이 최고로 될 때에 부하[ ]는 얼마인가 또, 이 변압기가 무부하로 18시간, 역률 100[%]의 반부하로 4시간, 역를 80[%]의 전 부하로 2시간 운전된다고 할 때 이 변압기의 전일 SSS 구하여라."
ex-song-0509-01,example,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,509,13.12,변압기,True,True,역를 0.6의 유도 전동기 부하 30[kW]Lt 전열기 부하 25[ ]가 있다. 이 부하에 공급할 주상 변압기의 SAKVAIS 얼마로 하면 적당하겠는가 제의에 따라 부하의 유효 Ae P=30+25=55[kW] 부하(전동기)의 무효 전력 Q. = Wind = a + sino= 22x y=08F= 40lkVer] ( 전열기의 역률은 100[%]임) 따라서 부하의 합성 피상 전력 W= (유효 전력) +(무효 Aa) = 557440 5 68[kVA] 따라서 [kVA]
ex-song-0510-01,example,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,510,13,ESS,True,True,"15 어느 변전소의 공급 구역 내에 설치되어 있는 수용가의 설비 용량 합계는 전등 600[kW], 동력 800[ ]이다. 각 수용가의 수용률을 각각 전등 60[%], 동력 80[%], 각 수용가간의 HESS 전등 1.2, 동력 1.6, 변전소에서의 전등 부하와 동 력 부하 상호 간의 부등률을 1.4라고 한다면 이 변전소로부터 공급하는 최대 전력 은 몇 [( ]으로 되는가 AS 합성 최대 수용 전력= 600 x (0.6/1.2) = 30000 ] 동력의 합성 최대"
ex-song-0511-01,example,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,511,13.16,변압기,True,True,"어느 지역에서의 전등 수용가의 SAY) 용량(보유 설비의 ])은 120[( 4]로 서 각 수용가의 수용률은 어느 곳이나 0.5라고 한다. 이 수용가군을 설비 용량 SOLKW], 40100] 및 30[kW]9] 3군으로 나누어 그림 13.15처럼 변압기, 21, 7 및 7,22 공급할 때 각 변압기마다의 종합 최대 수용 전력 및 평균 수용 전력, 고 압 간선에 걸리는 최대 부하 및 종합 HOSS 구하여라."
tx-song-0516-04,exercise,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,516,4,배전,True,True,"단상 2선식의 교류 배전선에서 전선 1가닥의 저항이 0.15[ㅇ1, 리액턴스가 0.25[요]라 고 한다. 부하가 2201V1, 6.60 4/], 역률이 1.08 경우 급전점의 전압을 계산하여라."
tx-song-0516-05,exercise,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,516,5,송전,True,True,"전선 1가닥의 임피던스가 9.0+ 75.0[요]의 3상 1회선 송전선으로 Basin 있는 전력 7,000 kVA]2] 공장이 있다. 송전단의 전압이 23,000[VI= 일정할 때 공장의 수전단에 서의 전압은 얼마로 되겠는가 단, 공장의 역률은 0.8(지상)이고 부하는 평형되고 있는 것으로 한다."
tx-song-0516-06,exercise,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,516,6,송전,True,True,"3상 배전 선로가 있다. 그 말단에 평형된 전등ㆍ전열 부하 1000 4 를 공급하였음 때 변전소의 송전 전압은 선로 말단 전압보다 5[%] 더 높았다. 지금 같은 선로의 말단에 상기 부하와 병렬로 IA 전동기 부하 1OOKWIS 추가하였을 때 선로 말단의 Wee 그 전 전압과 같게 하기 위해서는 변전소의 송전 전압을 배전선 말단 전압보다 몇 [%] 더 높게 하면 되겠는가 단, 전동기 부하 추가 전의 부하 IBS 1.0, 추가 후의 부하의 합 성 역률은 0.8(지"
tx-song-0516-07,exercise,최신 송배전공학,송배전공학,13장 배전 선로의 전기적 특성,516,7,배전,True,True,"연간의 최대 전류 150[4] 배전 거리 10[ 77의 말단에 진중 부하를 갖는 Bal 전압 6.600[ /의 3상 3선식 배전 선로가 있다. 이 선로의 연간 손실 전력량[ 싸]은 얼마인 가 단, 전선의 B71 38[ㅁㅁ], 전선의 저항을 0.48[0/km], 손실 ASS 50[% 라 하고, 또한 손실 계수 CE 다음 식으로 주어지는 것으로 한다. G= W PH"
ex-song-0527-01,example,최신 송배전공학,송배전공학,14장 배전 선로의 관리와 보호,527,14.1,변압기,True,True,"j 단상 교류 회로에서 AB 두 점간에 전압은 3,000[ /]이다. 지금 HAS 올려 주기 위해서 33300/220[ 0]의 변압기를 다음 그림처럼 접속해서 40[( ]의 전력을 전등 부하에 공급하고자 한다. 이때 승압기의 용량은 얼마로 하여야 하는가 이 Baie 권수비= 205, 부하측의 az 전압은 식 (14.1)로부더 Ag Mi 30000 Ee BS z =s,000 1+ 4 - 3,200[V] 이다. 전등 부하이므로 역률 =1.0, 따라서 부하 W=40["
ex-song-0527-02,example,최신 송배전공학,송배전공학,14장 배전 선로의 관리와 보호,527,14.2,변압기,True,True,"3상3선식 3000[4 ], 200[ /]의 배전 선로의 전압을 37100[ /]로 승압하기 위 해서 단상 변압기 3대를 다음 그림과 같이 접속하였다. 이 변압기의 1차, 2차 전압 및 SSS 구하여라."
ex-song-0536-01,example,최신 송배전공학,송배전공학,14장 배전 선로의 관리와 보호,536,14.3,어떤,True,True,"j 어떤 공장의 3상 부하가 20[kW], 역률이 60[%](지상)라고 한다. 이것을 역를 80[% 로 개선하기 위해서 소요되는 콘덴서의 용량[]를 구하여라."
ex-song-0537-01,example,최신 송배전공학,송배전공학,14장 배전 선로의 관리와 보호,537,14.4,OL,True,True,OL 수용가가 당초 역률 80[%] (지상)로 60[ /]의 부하를 사용하고 있었는데 새로이 역률 60[%] (지상)인 40[ ]의 부하를 추가해서 사용하게 되었다. 이때 콘덴서로 합성 역률올 90[%]로 개선하려고 할 경우 이에 소요될 콘덴서 용량 Q 를 구하여라.
ex-song-0537-02,example,최신 송배전공학,송배전공학,14장 배전 선로의 관리와 보호,537,14.5,배전,True,True,"j 3[07]의 3상 3선식 배전 선로의 말단에 1,000[kW], 역률 80[%)(지상)의 부하 가 접속되어 있다. 지금 전력용 콘덴서로 역률이 100[%]로 개선되었다면 이 선로 의 (1) 전압 강하 (2) 전력 손실 은 역률 개선 전의 몇 [%]로 되겠는가 단, 선로의 임피던스는 1선당 0.3+ 70.4[0/107]라 하고 부하 전압은 66000[ ] 로 일정하다고 한다. 선로의 저항 및 리액턴스를 각각 R, LA], 부하 전류를 MA], AHL 0090"
ex-song-0542-01,example,최신 송배전공학,송배전공학,14장 배전 선로의 관리와 보호,542,14.7,변압기,True,True,"BA 용량 300[ ]의 변압기에서 지상 역률 70[%]의 부하에 300[kVA]S 공 급하고 있다. 지금 합성 ABS 90[%]로 개선해서 이 변압기의 전용량까지 공급 하려고 한다. 여기에 소요될 전력용 콘덴서의 용량 및 이때 증가시킬 수 있는 부하 (SBS 지상 70[%])는 얼마인가 전력 콘덴서의 용량 는 식 (14.19)로부터 Q= W008, a - iio, cos, =800 09 fo - -00= 144.9[kVA] 증가 부하의 피상 전력 1 및 전력"
ex-song-0546-01,example,최신 송배전공학,송배전공학,14장 배전 선로의 관리와 보호,546,14.10,배전,True,True,"어느 평형 3상 3선식 배전 선로로 100[ ], 지상 역를 60[%]의 부하에 전력을 공급할 경우 이 선로의 전력 손실률은 12[%]라고 한다. 지금 부하에 병렬로 콘덴서를 설치해서 이 선로의 전력 손실를을 5[%]로 감소 시키기 위해서는 몇 [의 콘덴서를 필요로 하게 되는가롤 계산하여라."
tx-song-0578-04,exercise,최신 송배전공학,송배전공학,14장 wa 선로의 관리와 보호,578,4,변압기,True,True,주상 변압기의 탭 폭은 일반적으로 5[%]로 되어 있는데 이것을 2.5[%]로 하였을 경우 의 득실에 대해서 설명하여라.
tx-song-0578-07,exercise,최신 송배전공학,송배전공학,14장 wa 선로의 관리와 보호,578,7,전력,True,True,전력 880[ 0]로 역률 75[%)(지상)인 부하가 있다. HAS 콘덴서를 설치함으로써 역 률을 90[%]로 개선하고자 한다. 이때 소요될 조상 용량 .는 몇 [/]인가
tx-song-0578-08,exercise,최신 송배전공학,송배전공학,14장 wa 선로의 관리와 보호,578,8,변압기,True,True,"역률 80[%], 10,000[ / 의 부하를 갖는 변전소에 2.000[ /4의 콘덴서를 설치해서 ASS 개선하면 변압기에 A 수 있는 부하[는 얼마까지 늘어나겠는가"
ex-grid-0023-01,example,전력계통공학,계통공학,1장 전력 nigel 개요,23,10,원자력,True,True,08 ~1408HkW] 단위의 원자력을 표준으로 해서 의욕적인 원자력 개발에 박차를 가 ) 하고 있다. 참고로 표 1-3에 2031년까지의 장기전원개발계획에 따른 전원 구성과 그 수급 전망을 보 인다. /
tx-grid-0036-03,exercise,전력계통공학,계통공학,1장 연슴문제,36,3,수력,True,False,우리나라에서의 전원 개발 계획은 화주수종(/(조4048으로 전개되어 가고 있다. 그런데 에너지 공급 면에서 수력 발전이 차지하게 될 필요성에 대해서 설명하여라.
ex-grid-0056-01,example,전력계통공학,계통공학,2장 Be ee 프로 기조 ae ED,56,2-3,변압기,True,True,"i J 1차/ 2차/ 3차 정격 용량이 240[MVA] / 264[MVA] / 120[MVA]9] 3권선 변압기가 있는데 각 권선 간의 임피던스는 정격 전압 기준에서 다음과 같다. 제 = 21.8[%] (240[MVA] 기준) Xp = 7.6[%] (120[MVA] 기준) qq =19-6[%] (120[MVA] 기준) TOO[MVA] 기준의 1, 2, 3차 임피던스 X,, X, ㅅ,을 구하여라."
ex-grid-0083-01,example,전력계통공학,계통공학,2장 전려기동의 교과 2초 4 81,83,22,변압기,True,True,71 ) 그림 2-32의 전력 계통에서 모선 ~Q 간에 설치된 기준 외 권선비를 가진 변압기의 /값 ) 이 1일 경우의 어드미턴스 Hee 다음과 같다고 한다. ㆍ 주 00 ) 0.08 + j0.40 0.10 + j0.40. J 0.12 + j0.50 7080 in J ~j29.0 an ) 그림 2-32 모델 AS
ex-grid-0090-01,example,전력계통공학,계통공학,2장 Bal Bol Be 712 WIN ELD,90,2.10,에서,True,False,"에서 구한 1 ,6와 일치하고 있음을 알 수 있다. 이제까지는 일반적인 계통 구성 변경 시의 Yius 행렬 수정법에 관한 것이었는데 경우에 따 라서는 별로 중요하지 않은 모선이나 부분 계통을 소거해서 Yous VEO] 규모를 축소된 16 행렬로 수정하고자 할 경우도 있을 것이다. ) 이것은 이른바 YAS) 분할에 관한 문제로서 가령 n 차원(4×7)의 Yous 행렬 중 개의 모 선(7 n) 소거해서 (n m) 차원 [(n m) x (n m)]9] 등가적인 186"
tx-grid-0094-01,exercise,전력계통공학,계통공학,2장 연습문제,94,1,69080,True,True,"69080], 15[MW]+j 9[MVarl ] 부하를 66000], 10[MVA] 기준의 단위 어드미턴스로 = 현하여라."
tx-grid-0094-02,exercise,전력계통공학,계통공학,2장 연습문제,94,2,어편,True,True,"어편 전력 계통의 연간 최대 전력이 15,600[Mw], 연간 수요 전력량이 7.34 x 107[MWh] 였다. 이 해의 연부하율은 몇 [%]로 되겠는가"
tx-grid-0094-03,exercise,전력계통공학,계통공학,2장 연습문제,94,3,AU,True,True,"AU] 7 Vow 34502], 용량의 기준값 5 를 11000144041(3상 용량임)이라 할 경 우 다음 제량을 PUSH 나타내어라. 0 V=387.5 [kV] 2) V=330+5 150 [kv] (8) P+jQ= 400 [MW] +5 250 [MVar] (4) 23.645 35"
tx-grid-0094-04,exercise,전력계통공학,계통공학,2장 연습문제,94,4,변압기,True,True,"24 2-37 (8)의 직렬 어드미턴스를 갖는 송전 선로의 한쪽 끝에 그림 2-37 (6)와 같은 탭비가 1 1.1로 설정된 부하 탭 절체 변압기(.ㅁ7)가 접속되었을 때 7형 등가 회로로 나타낸 각 부분의 어드미턴스를 구하여라. 단, LRTS) 누설 리액턴스는 111%]라고 한다. 00 21.1 (9) 송전 선로 6 송전 선로의 한쪽 끝에 LATS 접속 그림 2-37 송전 선로(수치는 0) 어드미턴스)"
tx-grid-0094-05,exercise,전력계통공학,계통공학,2장 연습문제,94,5,변압기,True,True,다음과 같은 BAS 갖는 3권선 변압기가 있다. 1차 / 2차 / 3차 정격 용량 = 20[MVA] / 20[MVA] / 5[MVA] 1차 / 2차 / 3차 정격 전압 = 77080] / 22[kV] / 3.3080] 누설 임피던스는 리액턴스분만 갖는 것으로 정격 전압 기준 하에서 다음과 같은 값을 지니고 있다.
ex-grid-0202-01,example,전력계통공학,계통공학,4장 전력 조류 계산,202,4-5,에서,True,True,"에서 사용한 3모선 모델 계통에서의 조류 계산을 고속 06004060법으로 풀어 a. OM WA 주어진 계통의 Yus= -725 710 415 = 210 -202 215 j2 927. 인데 고속 060002100법에서 사용되는 B 행렬은 % Bos [2 회 B= = By By 12 -271 이다. 먼저 식 (4.149)로부터 Any A (2) ( 22 과 AE ea 00000 az Le ad am, 19026 0.0489) Ap, AE 14 , 또는 6, = 0"
ex-grid-0217-01,example,전력계통공학,계통공학,4장 29 조예,217,4.5,에서,True,True,"에서 사용했던 모델 계통 및 운전 조건을 기초로 하고 모선 1을 슬랙 모선으로 취하였을 때의 조류 계산을 (0) Decoupled (2) Fast 200042160법으로 풀어라. 단, 여기서는 1회 반복 시의 수정 방정식을 유도하는 것으로 한다."
ex-grid-0238-01,example,전력계통공학,계통공학,5장 수진 0 237,238,5-6,주파수,True,True,"1O0[Mw] 2] 발전기 5대와 200[ / ]의 발전기 5대로 602], 1,200[MW]9 부하에 전력을 공 급하고 있다. 자금 100[MW] 발전기의 속도 ABE 447 3[%]이고 200[Mw] 발전기의 속도 ABB 0 가 4[%], 부하의 전력ㆍ주파수 특성 정수 % 이 0.21%400/0.+2 라고 할 경우 다음 값을 구하여라."
ex-grid-0248-01,example,전력계통공학,계통공학,5장 주르 전 90 해,248,5-9,주파수,True,True,"전력 계통의 총 수요가 1800[ // 이고 계통 주파수는 60[닌로 안정된 운전을 하고 있다. 이때 각 발전소의 출력은 표 5-3과 같다고 한다. E53 Som See 현재 출력 Gx 조정를 운전 4005 FG Gov, Free 헤레 Bacon [em __ 여기서 부하 측의 계통 정수 KS 4[%4 /2 라 하고 다음 물음에 답하여라. () A 발전기 25000] 탈락 시 계통 주파수는 얼마로 되는가 ㅣ (2) 이때의 각 발전기의 출력을 구하여라."
tx-grid-0265-01,exercise,전력계통공학,계통공학,5장 주뚜유전 xo ED,265,1,주파수,True,True,"100[MW]2] 발전기 5대와 200[MW]2 발전기 ScHE 60[c/s], 1,200[MW]9] 부하에 전 력을 공급하고 있다. 100[MW] 발전기의 조정률이 3[%], 200[14 ]의 발전기의 조정률이 419, 부하의 전력 - 주파수 특성 ㅅ,이 0.2[%] MW/0.1[Hz]a 경우, 100[Mw]o] 정격 출력을 내고 운전하고 있던 발전기 1대가 갑자기 계통으로부터 탈락했을 경우에 생기는 주파수 변화량과 각 발전기의 출력 변화량을 구하여라."
tx-grid-0265-02,exercise,전력계통공학,계통공학,5장 주뚜유전 xo ED,265,2,주파수,True,True,"정격 출력 600[40 1의 발전기가 정격 주파수 60[212]로 정격 부하를 담당해서 운전하고 있다. (1) 계통 주파수가 갑자기 60.2022로 상승하였을 때의 발전기 출력을 구하여라. 단, 속 도 조정률은 4.01%로 설정되어 있는 것으로 한다. (2) 속도 조정률을 변경하지 않고 60[121로 출력을 400[44 ]로 하려면 조속기의 SYS 어떻게 변경하면 되겠는가"
tx-grid-0265-03,exercise,전력계통공학,계통공학,5장 주뚜유전 xo ED,265,3,주파수,True,True,"SO0[MW]2] 발전기 25대가 6O[Hz]= 11,000[MW]2] 부하에 ABS 공급하고 있다. 정 격 출력으로 운전하고 있던 1대의 발전기가 갑자기 탈락(트립)하였을 때의 계통 주파수 를 구하여라. 단, 각 발전기의 조정률(6)은 4[%]라 하고, Pops] 전력ㆍ주파수 특성 정 수 은 3.01%86 /22]라고 한다."
tx-grid-0265-04,exercise,전력계통공학,계통공학,5장 주뚜유전 xo ED,265,4,주파수,True,True,"계통 용량 5,000[MW], 계통 특성 정수 1.0[%84 /0.1012]에서 +250[MW]9] 부하 변동 이 있을 때 허용 주파수 변동폭을 ~0.21821로 억제하고자 한다면 여기에 필요한 조정 용량은 얼마로 되겠는가 또, 이때의 조정력의 발동까지 포함한 계통 특성 정수 BK[AMW/Hz= 얼마로 되겠는가 단, 계통 및 조정 발전기의 시정수는 무시하는 것으 로 한다."
tx-grid-0265-05,exercise,전력계통공학,계통공학,5장 주뚜유전 xo ED,265,5,주파수,True,True,"A, 8 2개의 계통이 연계 운전하고 있다. A 계통 내의 전원 탈락으로 계통 주파수가 0.12032 저하하고 AAA 전력(8 계통 수전을 정(+)으로 Aho 120[Mw] 감소하였 다. 8 계동의 전력ㆍ주파수 특성 정수를 구하여라."
tx-grid-0265-06,exercise,전력계통공학,계통공학,5장 주뚜유전 xo ED,265,6,주파수,True,True,"A, 3 2계통이 연계 운전 중, BAS) 발전기 유닛 500040 ]가 갑자기 탈락해서 주파수 가 0.2082) 저하하고 동시에 계통으로부터 B 계통에의 연계선 조류가 100[MwW] 증가 하였다. 이때 A, B 각 계통의 계통 정수를 구하여라."
ex-grid-0281-01,example,전력계통공학,계통공학,5장 주무우로 CEE,281,6-3,연료비가,True,False,"연료비가 아래 식으로 주어지는 2대의 발전기로 구성되는 전력 계통이 있다. 부하 이 주 ㅣ 어졌을 때의 계통 중분비 AS 구하는 계산식을 유도하고 2,이 200[mwie 때의 경제적인 각 발전기의 출력 배분 및 총 연료비를 계산하여라."
ex-grid-0284-01,example,전력계통공학,계통공학,6장 전 거의 ESE,284,6.4,에서,True,False,"에서 Po, 의 운전 범위가 50 을 Pg, 150 로 주어질 경우의 최적해를 구하여라."
ex-grid-0306-01,example,전력계통공학,계통공학,6장 전 Ago anes 해,306,6-14,그림,True,True,"그림 6-18과 같은 27 계통에서의 손실 계수(2, , )는 다음과 같다고 한다. By, =0.001[1/MW] By = 0.0005[1/MW] Boo = 0.0024[1/MW] 또, 이때 2 발전기의 증분 연료비 계수는, Ba Path + F=00l 2.=20 ak, 222 FoPat he 20001 fy=15 라고 할 때 이 계통의 경제 부하 배분을 결정하여라. 프 쓰 eS Fe 그림 6-19 모델 계통"
ex-grid-0346-01,example,전력계통공학,계통공학,7장 Bee 전 0 ED,346,7-3,송전,True,True,"그림 7-6에서 B= 발전기 기전력, 는 부하 단자 전입, R+ XE 발전기의 내부 리액턴 스까지 포함한 송전 계통의 임피던스이다. 일반적으로 송전 계통에서는 AR XT 성립한다. 이러한 경우 송전선상의 유효 전력은 와 의 위상치에, 무효 전력 Ok 송전 계통의 전압 강하에 밀접하게 관계한다는 것을 보여라. RX 7 f 그 fy sy 5 올리 mat 90 . 869 이 80 [후 yt i av ) 계통도 (9 벡터도 그림 7-6 단상 송전 계통 OM) 부하 전력"
tx-grid-0375-03,exercise,전력계통공학,계통공학,7장 연슴문제,375,3,송전,True,True,"임피던스 3+ 77[)]의 가공 선로와 임피던스 5+ 72[으]의 지중 케이블이 병렬로 연결 되어서 10000], 역률 88[%)(지상)의 부하에 전력을 공급하고 있다. 수전단 전압이 150064]로 유지되어 있을 때 송전단 전압과 그 위상각 및 역률, 그리고 각 선로를 흐르 는 조류를 구하여라."
tx-grid-0375-04,exercise,전력계통공학,계통공학,7장 연슴문제,375,4,송전,True,True,"그림 7-25와 같은 송전 시스템에서 발전기 HSS 구하여라. 단, 시스템 내의 단위값은 각 모선 전압과 100001시를 기준으로 한 것이다. E ou) D 0.04(Pu] C 000미 B 01001 A -3 sony 0100 0.04[PU] oaPul 0.1[PU] pf =1 ) 345K] 부하 16461 28.9020 20000) P AM)=08 그림 7-25 방사상 전력 시스템"
tx-grid-0375-05,exercise,전력계통공학,계통공학,7장 연슴문제,375,5,송전,True,False,"그림 7-269] 송전 선로에 부하를 접속하였더니 점 Do] 전압이 공칭 전압보다 5000] 떨어졌다. 원래의 전압으로 회복하는 데 필요한 무효 전력량을 구하여라. 단, 그림에서 의 단위값은 SOOMVAIS 기준으로 한 것이고 ABS 무시한다."
tx-grid-0450-01,exercise,전력계통공학,계통공학,8장 연습문제,450,1,전압,True,False,"정격 용량 350[MVA], 정격 전압 15024], 직축 초기 과도 리액턴스"
tx-grid-0450-02,exercise,전력계통공학,계통공학,8장 연습문제,450,2,전압,True,True,"= 25 [%], 역상 리액턴스 x, = 25 [%]의 발전기가 정격 전압에서 무부하 운전 중에 발전기 단자에서 다 음의 고장이 발생하였을 때의 고장 발생 직후의 전류를 구하여라. (0) 3 단락 (2) 선간 단락"
tx-grid-0450-03,exercise,전력계통공학,계통공학,8장 연습문제,450,2,전압,True,True,"정격 전압 15004], 정격 용량 400[MVA], x, = 20 [%]의 발전기가 있다. 정격 전압에서 무부하 운전 중 (3) 정격 전압에서 출력 360[MW]+ j16o[MVAR]= 운전 중 발전기 단자에서 3상 단락 되었을 경우 단락 직후의 7 를 구하여라."
tx-grid-0450-04,exercise,전력계통공학,계통공학,8장 연습문제,450,3,송전,True,True,"어떤 변전소의 6600)측 모선의 합성 임피던스는 10044] 기준의 임피던스 맵으로부 터 ay =011.6, 20 =77.8, 27 =76.8이었을 때 다음 값을 구하여라. (1) 66[kV] 모선의 단락 용량 (3) 이 모선에 접속되어 있는 송전선의 송전단 근방에서 3상 단락 사고 발생 ajo 3상 단락 고장 전류"
tx-grid-0450-05,exercise,전력계통공학,계통공학,8장 연습문제,450,4,송전,True,True,"그림 8-44에 나타낸 바와 같은 무부하 G, 60.00000041 Gz 5,000kVA] 송전선의 8점에서 34 단락 사고가 났다 za = 80%) 362=8080 고 할 때 6점을 흐르는 단락 전류를 각각 22000 22000 ~ 옴법 메 wa 100,000 VA] 으로 구하여라. 단, 계산에 사용할 수치 stem [200 는 그림 8-44에 나타낸 것과 같다고 한 x= 70.5[Q/km] 3 ae 8-44"
ex-grid-0476-01,example,전력계통공학,계통공학,9장 전 Ago 인도 QED,476,9-3,송전,True,True,"그림 9-ㄱ12와 같이 발전기와 전동기가 송전 MES 통해서 연결된 2기 시스템이 정상 상태로 문전하고 있다. 다음 두 가지 경우에 대한 정태 안정도를 해석하여라. 단, 수전 전력은 1202], 전동기의 SHS 1.0이라고 한다. (1) 송전 선로가 평행 2회선인 경우 (2) 송전 선로가 1회선인 경우 2 Xn , ㅠㅠ V, E, Xi if Xe ie X, Xm = Xn 그림 9-12 271 계통 OE 수전 전력이 1.20[ㅁ0], 전동기의 단자 전압이 1.0"
